Country,Product,Flow,2021,ISO
Norway,Fossil fuels,Electricity output (GWh),897.797,NO
Poland,Fossil fuels,Electricity output (GWh),147638.468,PL
Portugal,Fossil fuels,Electricity output (GWh),17605.59,PT
Slovak Republic,Fossil fuels,Electricity output (GWh),6986,SK
Slovenia,Fossil fuels,Electricity output (GWh),4427.074,SI
Spain,Fossil fuels,Electricity output (GWh),87560,ES
Sweden,Fossil fuels,Electricity output (GWh),1375,SE
Switzerland,Fossil fuels,Electricity output (GWh),536.976,CH
Republic of Turkiye,Fossil fuels,Electricity output (GWh),214844.322,TR
United Kingdom,Fossil fuels,Electricity output (GWh),132429.853,GB
United States,Fossil fuels,Electricity output (GWh),2661776.344,US
Argentina,Fossil fuels,Electricity output (GWh),104639.979,AR
Brazil,Fossil fuels,Electricity output (GWh),131429.591,BR
People's Republic of China,Fossil fuels,Electricity output (GWh),5696862.234,CN
Egypt,Fossil fuels,Electricity output (GWh),185460.591,EG
India,Fossil fuels,Electricity output (GWh),1235934.348,IN
Indonesia,Fossil fuels,Electricity output (GWh),249971.697,ID
Kenya,Fossil fuels,Electricity output (GWh),1262.001,KE
Morocco,Fossil fuels,Electricity output (GWh),33120.263,MA
Senegal,Fossil fuels,Electricity output (GWh),5308.119,SN
Singapore,Fossil fuels,Electricity output (GWh),54171.226,SG
South Africa,Fossil fuels,Electricity output (GWh),209885.034,ZA
Thailand,Fossil fuels,Electricity output (GWh),145885.875,TH
Ukraine,Fossil fuels,Electricity output (GWh),51076.382,UA
Australia,Nuclear,Electricity output (GWh),0,AU
Austria,Nuclear,Electricity output (GWh),0,AT
Belgium,Nuclear,Electricity output (GWh),50326.2,BE
Canada,Nuclear,Electricity output (GWh),92629,CA
Chile,Nuclear,Electricity output (GWh),0,CL
Colombia,Nuclear,Electricity output (GWh),0,CO
Costa Rica,Nuclear,Electricity output (GWh),0,CR
Czech Republic,Nuclear,Electricity output (GWh),30731.18,CZ
Denmark,Nuclear,Electricity output (GWh),0,DK
Estonia,Nuclear,Electricity output (GWh),0,EE
Finland,Nuclear,Electricity output (GWh),23598,FI
France,Nuclear,Electricity output (GWh),379361.292,FR
Germany,Nuclear,Electricity output (GWh),69130,DE
Greece,Nuclear,Electricity output (GWh),0,GR
Hungary,Nuclear,Electricity output (GWh),15990,HU
Iceland,Nuclear,Electricity output (GWh),0,IS
Ireland,Nuclear,Electricity output (GWh),0,IE
Israel,Nuclear,Electricity output (GWh),0,IL
Italy,Nuclear,Electricity output (GWh),0,IT
Japan,Nuclear,Electricity output (GWh),70805.099,JP
Korea,Nuclear,Electricity output (GWh),158015.23,KR
Latvia,Nuclear,Electricity output (GWh),0,LV
Lithuania,Nuclear,Electricity output (GWh),0,LT
Luxembourg,Nuclear,Electricity output (GWh),0,LU
Mexico,Nuclear,Electricity output (GWh),11923,MX
Netherlands,Nuclear,Electricity output (GWh),3827.956,NL
New Zealand,Nuclear,Electricity output (GWh),0,NZ
Norway,Nuclear,Electricity output (GWh),0,NO
Poland,Nuclear,Electricity output (GWh),0,PL
Portugal,Nuclear,Electricity output (GWh),0,PT
Slovak Republic,Nuclear,Electricity output (GWh),15730,SK
Slovenia,Nuclear,Electricity output (GWh),5705.951,SI
Spain,Nuclear,Electricity output (GWh),56564,ES
Sweden,Nuclear,Electricity output (GWh),52965,SE
Switzerland,Nuclear,Electricity output (GWh),19363.85,CH
Republic of Turkiye,Nuclear,Electricity output (GWh),0,TR
United Kingdom,Nuclear,Electricity output (GWh),45903.952,GB
United States,Nuclear,Electricity output (GWh),811551.478,US
Argentina,Nuclear,Electricity output (GWh),10877.005,AR
Brazil,Nuclear,Electricity output (GWh),14704.588,BR
People's Republic of China,Nuclear,Electricity output (GWh),407523,CN
Egypt,Nuclear,Electricity output (GWh),0,EG
India,Nuclear,Electricity output (GWh),47112,IN
Indonesia,Nuclear,Electricity output (GWh),0,ID
Kenya,Nuclear,Electricity output (GWh),0,KE
Morocco,Nuclear,Electricity output (GWh),0,MA
Senegal,Nuclear,Electricity output (GWh),0,SN
Singapore,Nuclear,Electricity output (GWh),0,SG
South Africa,Nuclear,Electricity output (GWh),12355,ZA
Thailand,Nuclear,Electricity output (GWh),0,TH
Ukraine,Nuclear,Electricity output (GWh),86206.4,UA
Australia,Renewable sources,Electricity output (GWh),70359.042,AU
Austria,Renewable sources,Electricity output (GWh),52753.663,AT
Belgium,Renewable sources,Electricity output (GWh),22724.7,BE
Canada,Renewable sources,Electricity output (GWh),433680,CA
Chile,Renewable sources,Electricity output (GWh),42990.157,CL
Colombia,Renewable sources,Electricity output (GWh),63334.818,CO
Costa Rica,Renewable sources,Electricity output (GWh),12734.188,CR
Czech Republic,Renewable sources,Electricity output (GWh),10710.68,CZ
Denmark,Renewable sources,Electricity output (GWh),26095.909,DK
Estonia,Renewable sources,Electricity output (GWh),2878.533,EE
Finland,Renewable sources,Electricity output (GWh),38175.373,FI
France,Renewable sources,Electricity output (GWh),122376.855,FR
Germany,Renewable sources,Electricity output (GWh),230800.2,DE
Greece,Renewable sources,Electricity output (GWh),22136.603,GR
Hungary,Renewable sources,Electricity output (GWh),6915,HU
Iceland,Renewable sources,Electricity output (GWh),19611.734,IS
Ireland,Renewable sources,Electricity output (GWh),11613.506,IE
Israel,Renewable sources,Electricity output (GWh),5529.062,IL
Italy,Renewable sources,Electricity output (GWh),116339.012,IT
Japan,Renewable sources,Electricity output (GWh),211495.045,JP
Korea,Renewable sources,Electricity output (GWh),37591.676,KR
Latvia,Renewable sources,Electricity output (GWh),3717.823,LV
Lithuania,Renewable sources,Electricity output (GWh),2621.7,LT
Luxembourg,Renewable sources,Electricity output (GWh),989.932,LU
Mexico,Renewable sources,Electricity output (GWh),72815,MX
Netherlands,Renewable sources,Electricity output (GWh),40471.499,NL
New Zealand,Renewable sources,Electricity output (GWh),36329.606,NZ
Norway,Renewable sources,Electricity output (GWh),156101.279,NO
Poland,Renewable sources,Electricity output (GWh),30568.076,PL
Portugal,Renewable sources,Electricity output (GWh),31541.425,PT
Slovak Republic,Renewable sources,Electricity output (GWh),6778,SK
Slovenia,Renewable sources,Electricity output (GWh),5448.7,SI
Spain,Renewable sources,Electricity output (GWh),125746.551,ES
Sweden,Renewable sources,Electricity output (GWh),115737,SE
Switzerland,Renewable sources,Electricity output (GWh),42018.714,CH
Republic of Turkiye,Renewable sources,Electricity output (GWh),118552.296,TR
United Kingdom,Renewable sources,Electricity output (GWh),122178.143,GB
United States,Renewable sources,Electricity output (GWh),866274,US
Argentina,Renewable sources,Electricity output (GWh),37126.501,AR
Brazil,Renewable sources,Electricity output (GWh),507580.938,BR
People's Republic of China,Renewable sources,Electricity output (GWh),2448943.664,CN
Egypt,Renewable sources,Electricity output (GWh),24217.131,EG
India,Renewable sources,Electricity output (GWh),350558.14,IN
Indonesia,Renewable sources,Electricity output (GWh),58684.12,ID
Kenya,Renewable sources,Electricity output (GWh),11114.585,KE
Morocco,Renewable sources,Electricity output (GWh),7745.183,MA
Senegal,Renewable sources,Electricity output (GWh),1040.747,SN
Singapore,Renewable sources,Electricity output (GWh),1611.176,SG
South Africa,Renewable sources,Electricity output (GWh),17400.314,ZA
Thailand,Renewable sources,Electricity output (GWh),31049.852,TH
Ukraine,Renewable sources,Electricity output (GWh),20485.23,UA
Australia,"Coal, peat and oil shale",Imports (PJ),12.41685138,AU
Austria,"Coal, peat and oil shale",Imports (PJ),108.0035678,AT
Belgium,"Coal, peat and oil shale",Imports (PJ),103.4490454,BE
Canada,"Coal, peat and oil shale",Imports (PJ),197.5478904,CA
Chile,"Coal, peat and oil shale",Imports (PJ),273.3862709,CL
Colombia,"Coal, peat and oil shale",Imports (PJ),0,CO
Costa Rica,"Coal, peat and oil shale",Imports (PJ),0.568027343,CR
Czech Republic,"Coal, peat and oil shale",Imports (PJ),146.1930663,CZ
Denmark,"Coal, peat and oil shale",Imports (PJ),19.65906497,DK
Estonia,"Coal, peat and oil shale",Imports (PJ),0.132181463,EE
Finland,"Coal, peat and oil shale",Imports (PJ),68.37071614,FI
France,"Coal, peat and oil shale",Imports (PJ),260.4768551,FR
Germany,"Coal, peat and oil shale",Imports (PJ),1149.213739,DE
Greece,"Coal, peat and oil shale",Imports (PJ),6.875194522,GR
Hungary,"Coal, peat and oil shale",Imports (PJ),36.27630251,HU
Iceland,"Coal, peat and oil shale",Imports (PJ),5.379862154,IS
Ireland,"Coal, peat and oil shale",Imports (PJ),40.59417866,IE
Israel,"Coal, peat and oil shale",Imports (PJ),161.1448032,IL
Italy,"Coal, peat and oil shale",Imports (PJ),232.5787957,IT
Japan,"Coal, peat and oil shale",Imports (PJ),4621.465985,JP
Korea,"Coal, peat and oil shale",Imports (PJ),3097.08107,KR
Latvia,"Coal, peat and oil shale",Imports (PJ),0.878558112,LV
Lithuania,"Coal, peat and oil shale",Imports (PJ),6.83810366,LT
Luxembourg,"Coal, peat and oil shale",Imports (PJ),1.718534862,LU
Mexico,"Coal, peat and oil shale",Imports (PJ),190.818723,MX
Netherlands,"Coal, peat and oil shale",Imports (PJ),237.7197423,NL
New Zealand,"Coal, peat and oil shale",Imports (PJ),36.63408132,NZ
Norway,"Coal, peat and oil shale",Imports (PJ),33.98293676,NO
Poland,"Coal, peat and oil shale",Imports (PJ),315.4409519,PL
Portugal,"Coal, peat and oil shale",Imports (PJ),0.371653862,PT
Slovak Republic,"Coal, peat and oil shale",Imports (PJ),106.0115847,SK
Slovenia,"Coal, peat and oil shale",Imports (PJ),4.297180795,SI
Spain,"Coal, peat and oil shale",Imports (PJ),155.0258829,ES
Sweden,"Coal, peat and oil shale",Imports (PJ),66.17782103,SE
Switzerland,"Coal, peat and oil shale",Imports (PJ),3.715399814,CH
Republic of Turkiye,"Coal, peat and oil shale",Imports (PJ),1003.493003,TR
United Kingdom,"Coal, peat and oil shale",Imports (PJ),159.800832,GB
United States,"Coal, peat and oil shale",Imports (PJ),118.642302,US
Argentina,"Coal, peat and oil shale",Imports (PJ),50.3868066,AR
Brazil,"Coal, peat and oil shale",Imports (PJ),603.0803545,BR
People's Republic of China,"Coal, peat and oil shale",Imports (PJ),7314.409478,CN
Egypt,"Coal, peat and oil shale",Imports (PJ),96.13556826,EG
India,"Coal, peat and oil shale",Imports (PJ),4318.429094,IN
Indonesia,"Coal, peat and oil shale",Imports (PJ),408.0261682,ID
Kenya,"Coal, peat and oil shale",Imports (PJ),24.61711959,KE
Morocco,"Coal, peat and oil shale",Imports (PJ),302.3272077,MA
Senegal,"Coal, peat and oil shale",Imports (PJ),21.791532,SN
Singapore,"Coal, peat and oil shale",Imports (PJ),19.43932077,SG
South Africa,"Coal, peat and oil shale",Imports (PJ),17.95342127,ZA
Thailand,"Coal, peat and oil shale",Imports (PJ),662.074238,TH
Ukraine,"Coal, peat and oil shale",Imports (PJ),533.6604304,UA
Australia,"Crude, NGL and feedstocks",Imports (PJ),491.7881515,AU
Austria,"Crude, NGL and feedstocks",Imports (PJ),329.4346987,AT
Belgium,"Crude, NGL and feedstocks",Imports (PJ),1327.205531,BE
Canada,"Crude, NGL and feedstocks",Imports (PJ),1500.367773,CA
Chile,"Crude, NGL and feedstocks",Imports (PJ),348.3206125,CL
Colombia,"Crude, NGL and feedstocks",Imports (PJ),13.00957665,CO
Costa Rica,"Crude, NGL and feedstocks",Imports (PJ),0.213861744,CR
Czech Republic,"Crude, NGL and feedstocks",Imports (PJ),290.9406985,CZ
Denmark,"Crude, NGL and feedstocks",Imports (PJ),222.9292014,DK
Estonia,"Crude, NGL and feedstocks",Imports (PJ),0,EE
Finland,"Crude, NGL and feedstocks",Imports (PJ),360.1517012,FI
France,"Crude, NGL and feedstocks",Imports (PJ),1453.412078,FR
Germany,"Crude, NGL and feedstocks",Imports (PJ),3455.486482,DE
Greece,"Crude, NGL and feedstocks",Imports (PJ),1162.184006,GR
Hungary,"Crude, NGL and feedstocks",Imports (PJ),256.8610006,HU
Iceland,"Crude, NGL and feedstocks",Imports (PJ),0,IS
Ireland,"Crude, NGL and feedstocks",Imports (PJ),127.2974978,IE
Israel,"Crude, NGL and feedstocks",Imports (PJ),554.7609185,IL
Italy,"Crude, NGL and feedstocks",Imports (PJ),2489.536682,IT
Japan,"Crude, NGL and feedstocks",Imports (PJ),5347.115814,JP
Korea,"Crude, NGL and feedstocks",Imports (PJ),5548.054548,KR
Latvia,"Crude, NGL and feedstocks",Imports (PJ),0.0000377,LV
Lithuania,"Crude, NGL and feedstocks",Imports (PJ),345.9998022,LT
Luxembourg,"Crude, NGL and feedstocks",Imports (PJ),0,LU
Mexico,"Crude, NGL and feedstocks",Imports (PJ),21.52276038,MX
Netherlands,"Crude, NGL and feedstocks",Imports (PJ),2495.412324,NL
New Zealand,"Crude, NGL and feedstocks",Imports (PJ),144.5694629,NZ
Norway,"Crude, NGL and feedstocks",Imports (PJ),106.0346205,NO
Poland,"Crude, NGL and feedstocks",Imports (PJ),1037.699276,PL
Portugal,"Crude, NGL and feedstocks",Imports (PJ),466.9544906,PT
Slovak Republic,"Crude, NGL and feedstocks",Imports (PJ),230.5379987,SK
Slovenia,"Crude, NGL and feedstocks",Imports (PJ),0,SI
Spain,"Crude, NGL and feedstocks",Imports (PJ),2578.294987,ES
Sweden,"Crude, NGL and feedstocks",Imports (PJ),806.366451,SE
Switzerland,"Crude, NGL and feedstocks",Imports (PJ),101.0787346,CH
Republic of Turkiye,"Crude, NGL and feedstocks",Imports (PJ),1361.060217,TR
United Kingdom,"Crude, NGL and feedstocks",Imports (PJ),1808.002708,GB
United States,"Crude, NGL and feedstocks",Imports (PJ),14450.14179,US
Argentina,"Crude, NGL and feedstocks",Imports (PJ),0.1758456,AR
Brazil,"Crude, NGL and feedstocks",Imports (PJ),303.4171867,BR
People's Republic of China,"Crude, NGL and feedstocks",Imports (PJ),21475.02248,CN
Egypt,"Crude, NGL and feedstocks",Imports (PJ),64.12088805,EG
India,"Crude, NGL and feedstocks",Imports (PJ),9070.412218,IN
Indonesia,"Crude, NGL and feedstocks",Imports (PJ),683.0293143,ID
Kenya,"Crude, NGL and feedstocks",Imports (PJ),0,KE
Morocco,"Crude, NGL and feedstocks",Imports (PJ),0,MA
Senegal,"Crude, NGL and feedstocks",Imports (PJ),38.19788461,SN
Singapore,"Crude, NGL and feedstocks",Imports (PJ),2013.507482,SG
South Africa,"Crude, NGL and feedstocks",Imports (PJ),323.9333984,ZA
Thailand,"Crude, NGL and feedstocks",Imports (PJ),1881.567209,TH
Ukraine,"Crude, NGL and feedstocks",Imports (PJ),92.46697269,UA
Australia,Electricity,Imports (PJ),0,AU
Austria,Electricity,Imports (PJ),95.17029315,AT
Belgium,Electricity,Imports (PJ),54.6969581,BE
Canada,Electricity,Imports (PJ),46.85759797,CA
Chile,Electricity,Imports (PJ),0,CL
Colombia,Electricity,Imports (PJ),1.724400569,CO
Costa Rica,Electricity,Imports (PJ),0.022658962,CR
Czech Republic,Electricity,Imports (PJ),54.55072992,CZ
Denmark,Electricity,Imports (PJ),72.43145997,DK
Estonia,Electricity,Imports (PJ),26.39677754,EE
Finland,Electricity,Imports (PJ),88.17119866,FI
France,Electricity,Imports (PJ),87.60402542,FR
Germany,Electricity,Imports (PJ),186.231598,DE
Greece,Electricity,Imports (PJ),27.29160137,GR
Hungary,Electricity,Imports (PJ),71.8812014,HU
Iceland,Electricity,Imports (PJ),0,IS
Ireland,Electricity,Imports (PJ),8.822575685,IE
Israel,Electricity,Imports (PJ),0,IL
Italy,Electricity,Imports (PJ),167.6581116,IT
Japan,Electricity,Imports (PJ),0,JP
Korea,Electricity,Imports (PJ),0,KR
Latvia,Electricity,Imports (PJ),16.7989321,LV
Lithuania,Electricity,Imports (PJ),44.92404162,LT
Luxembourg,Electricity,Imports (PJ),24.33049126,LU
Mexico,Electricity,Imports (PJ),6.253199327,MX
Netherlands,Electricity,Imports (PJ),75.18742525,NL
New Zealand,Electricity,Imports (PJ),0,NZ
Norway,Electricity,Imports (PJ),29.64624932,NO
Poland,Electricity,Imports (PJ),54.35940991,PL
Portugal,Electricity,Imports (PJ),34.35990367,PT
Slovak Republic,Electricity,Imports (PJ),49.9823994,SK
Slovenia,Electricity,Imports (PJ),30.19374878,SI
Spain,Electricity,Imports (PJ),62.68040277,ES
Sweden,Electricity,Imports (PJ),30.02759981,SE
Switzerland,Electricity,Imports (PJ),113.5152012,CH
Republic of Turkiye,Electricity,Imports (PJ),8.404029662,TR
United Kingdom,Electricity,Imports (PJ),103.4745053,GB
United States,Electricity,Imports (PJ),191.4012283,US
Argentina,Electricity,Imports (PJ),22.85790996,AR
Brazil,Electricity,Imports (PJ),83.32880858,BR
People's Republic of China,Electricity,Imports (PJ),21.37680015,CN
Egypt,Electricity,Imports (PJ),0.632081196,EG
India,Electricity,Imports (PJ),34.37279901,IN
Indonesia,Electricity,Imports (PJ),3.50182696,ID
Kenya,Electricity,Imports (PJ),1.036798218,KE
Morocco,Electricity,Imports (PJ),2.476944374,MA
Senegal,Electricity,Imports (PJ),1.135778357,SN
Singapore,Electricity,Imports (PJ),0,SG
South Africa,Electricity,Imports (PJ),36.49319969,ZA
Thailand,Electricity,Imports (PJ),120.0826324,TH
Ukraine,Electricity,Imports (PJ),5.249158632,UA
Australia,Heat,Imports (PJ),0,AU
Austria,Heat,Imports (PJ),0,AT
Belgium,Heat,Imports (PJ),0,BE
Canada,Heat,Imports (PJ),0,CA
Chile,Heat,Imports (PJ),0,CL
Colombia,Heat,Imports (PJ),0,CO
Costa Rica,Heat,Imports (PJ),0,CR
Czech Republic,Heat,Imports (PJ),0.050199732,CZ
Denmark,Heat,Imports (PJ),0.110958574,DK
Estonia,Heat,Imports (PJ),0,EE
Finland,Heat,Imports (PJ),0,FI
France,Heat,Imports (PJ),0,FR
Germany,Heat,Imports (PJ),0,DE
Greece,Heat,Imports (PJ),0,GR
Hungary,Heat,Imports (PJ),0,HU
Iceland,Heat,Imports (PJ),0,IS
Ireland,Heat,Imports (PJ),0,IE
Israel,Heat,Imports (PJ),0,IL
Italy,Heat,Imports (PJ),0,IT
Japan,Heat,Imports (PJ),0,JP
Korea,Heat,Imports (PJ),0,KR
Latvia,Heat,Imports (PJ),0,LV
Lithuania,Heat,Imports (PJ),0,LT
Luxembourg,Heat,Imports (PJ),0,LU
Mexico,Heat,Imports (PJ),0,MX
Netherlands,Heat,Imports (PJ),0,NL
New Zealand,Heat,Imports (PJ),0,NZ
Norway,Heat,Imports (PJ),0,NO
Poland,Heat,Imports (PJ),0,PL
Portugal,Heat,Imports (PJ),0,PT
Slovak Republic,Heat,Imports (PJ),0.07400169,SK
Slovenia,Heat,Imports (PJ),0,SI
Spain,Heat,Imports (PJ),0,ES
Sweden,Heat,Imports (PJ),0,SE
Switzerland,Heat,Imports (PJ),0,CH
Republic of Turkiye,Heat,Imports (PJ),0,TR
United Kingdom,Heat,Imports (PJ),0,GB
United States,Heat,Imports (PJ),0,US
Argentina,Heat,Imports (PJ),0,AR
Brazil,Heat,Imports (PJ),0,BR
People's Republic of China,Heat,Imports (PJ),0,CN
Egypt,Heat,Imports (PJ),0,EG
India,Heat,Imports (PJ),0,IN
Indonesia,Heat,Imports (PJ),0,ID
Kenya,Heat,Imports (PJ),0,KE
Morocco,Heat,Imports (PJ),0,MA
Senegal,Heat,Imports (PJ),0,SN
Singapore,Heat,Imports (PJ),0,SG
South Africa,Heat,Imports (PJ),0,ZA
Thailand,Heat,Imports (PJ),0,TH
Ukraine,Heat,Imports (PJ),0,UA
Australia,Natural gas,Imports (PJ),186.8156984,AU
Austria,Natural gas,Imports (PJ),165.148594,AT
Belgium,Natural gas,Imports (PJ),740.9689197,BE
Canada,Natural gas,Imports (PJ),855.7811999,CA
Chile,Natural gas,Imports (PJ),178.1634376,CL
Colombia,Natural gas,Imports (PJ),1.560977204,CO
Costa Rica,Natural gas,Imports (PJ),0,CR
Czech Republic,Natural gas,Imports (PJ),300.7379152,CZ
Denmark,Natural gas,Imports (PJ),86.8399093,DK
Estonia,Natural gas,Imports (PJ),17.50848166,EE
Finland,Natural gas,Imports (PJ),88.82009823,FI
France,Natural gas,Imports (PJ),1690.522486,FR
Germany,Natural gas,Imports (PJ),2930.470994,DE
Greece,Natural gas,Imports (PJ),227.3350339,GR
Hungary,Natural gas,Imports (PJ),261.5561996,HU
Iceland,Natural gas,Imports (PJ),0,IS
Ireland,Natural gas,Imports (PJ),130.3701066,IE
Israel,Natural gas,Imports (PJ),6.84072041,IL
Italy,Natural gas,Imports (PJ),2503.016688,IT
Japan,Natural gas,Imports (PJ),3519.572732,JP
Korea,Natural gas,Imports (PJ),2291.759493,KR
Latvia,Natural gas,Imports (PJ),40.35898098,LV
Lithuania,Natural gas,Imports (PJ),83.85390029,LT
Luxembourg,Natural gas,Imports (PJ),28.04330782,LU
Mexico,Natural gas,Imports (PJ),1694.533499,MX
Netherlands,Natural gas,Imports (PJ),932.365396,NL
New Zealand,Natural gas,Imports (PJ),0,NZ
Norway,Natural gas,Imports (PJ),5.665188388,NO
Poland,Natural gas,Imports (PJ),641.7929433,PL
Portugal,Natural gas,Imports (PJ),207.5616023,PT
Slovak Republic,Natural gas,Imports (PJ),178.758901,SK
Slovenia,Natural gas,Imports (PJ),32.27318999,SI
Spain,Natural gas,Imports (PJ),1346.624747,ES
Sweden,Natural gas,Imports (PJ),44.91328154,SE
Switzerland,Natural gas,Imports (PJ),129.7505774,CH
Republic of Turkiye,Natural gas,Imports (PJ),2023.725611,TR
United Kingdom,Natural gas,Imports (PJ),1817.0928,GB
United States,Natural gas,Imports (PJ),2818.4121,US
Argentina,Natural gas,Imports (PJ),287.247137,AR
Brazil,Natural gas,Imports (PJ),621.0287139,BR
People's Republic of China,Natural gas,Imports (PJ),5441.496724,CN
Egypt,Natural gas,Imports (PJ),140.5620003,EG
India,Natural gas,Imports (PJ),1142.962349,IN
Indonesia,Natural gas,Imports (PJ),0,ID
Kenya,Natural gas,Imports (PJ),0,KE
Morocco,Natural gas,Imports (PJ),24.97028035,MA
Senegal,Natural gas,Imports (PJ),0,SN
Singapore,Natural gas,Imports (PJ),400.3476775,SG
South Africa,Natural gas,Imports (PJ),152.0831612,ZA
Thailand,Natural gas,Imports (PJ),568.2145807,TH
Ukraine,Natural gas,Imports (PJ),267.1328287,UA
Australia,Nuclear,Imports (PJ),0,AU
Austria,Nuclear,Imports (PJ),0,AT
Belgium,Nuclear,Imports (PJ),0,BE
Canada,Nuclear,Imports (PJ),0,CA
Chile,Nuclear,Imports (PJ),0,CL
Colombia,Nuclear,Imports (PJ),0,CO
Costa Rica,Nuclear,Imports (PJ),0,CR
Czech Republic,Nuclear,Imports (PJ),0,CZ
Denmark,Nuclear,Imports (PJ),0,DK
Estonia,Nuclear,Imports (PJ),0,EE
Finland,Nuclear,Imports (PJ),0,FI
France,Nuclear,Imports (PJ),0,FR
Germany,Nuclear,Imports (PJ),0,DE
Greece,Nuclear,Imports (PJ),0,GR
Hungary,Nuclear,Imports (PJ),0,HU
Iceland,Nuclear,Imports (PJ),0,IS
Ireland,Nuclear,Imports (PJ),0,IE
Israel,Nuclear,Imports (PJ),0,IL
Italy,Nuclear,Imports (PJ),0,IT
Japan,Nuclear,Imports (PJ),0,JP
Korea,Nuclear,Imports (PJ),0,KR
Latvia,Nuclear,Imports (PJ),0,LV
Lithuania,Nuclear,Imports (PJ),0,LT
Luxembourg,Nuclear,Imports (PJ),0,LU
Mexico,Nuclear,Imports (PJ),0,MX
Netherlands,Nuclear,Imports (PJ),0,NL
New Zealand,Nuclear,Imports (PJ),0,NZ
Norway,Nuclear,Imports (PJ),0,NO
Poland,Nuclear,Imports (PJ),0,PL
Portugal,Nuclear,Imports (PJ),0,PT
Slovak Republic,Nuclear,Imports (PJ),0,SK
Slovenia,Nuclear,Imports (PJ),0,SI
Spain,Nuclear,Imports (PJ),0,ES
Sweden,Nuclear,Imports (PJ),0,SE
Switzerland,Nuclear,Imports (PJ),0,CH
Republic of Turkiye,Nuclear,Imports (PJ),0,TR
United Kingdom,Nuclear,Imports (PJ),0,GB
United States,Nuclear,Imports (PJ),0,US
Argentina,Nuclear,Imports (PJ),0,AR
Brazil,Nuclear,Imports (PJ),0,BR
People's Republic of China,Nuclear,Imports (PJ),0,CN
Egypt,Nuclear,Imports (PJ),0,EG
India,Nuclear,Imports (PJ),0,IN
Indonesia,Nuclear,Imports (PJ),0,ID
Kenya,Nuclear,Imports (PJ),0,KE
Morocco,Nuclear,Imports (PJ),0,MA
Senegal,Nuclear,Imports (PJ),0,SN
Singapore,Nuclear,Imports (PJ),0,SG
South Africa,Nuclear,Imports (PJ),0,ZA
Thailand,Nuclear,Imports (PJ),0,TH
Ukraine,Nuclear,Imports (PJ),0,UA
Australia,Oil products,Imports (PJ),1274.533652,AU
Austria,Oil products,Imports (PJ),238.7724169,AT
Belgium,Oil products,Imports (PJ),1097.955718,BE
Canada,Oil products,Imports (PJ),419.4771458,CA
Chile,Oil products,Imports (PJ),379.6673097,CL
Colombia,Oil products,Imports (PJ),241.552921,CO
Costa Rica,Oil products,Imports (PJ),116.1168577,CR
Czech Republic,Oil products,Imports (PJ),184.2205984,CZ
Denmark,Oil products,Imports (PJ),194.4554864,DK
Estonia,Oil products,Imports (PJ),84.6631543,EE
Finland,Oil products,Imports (PJ),216.5201987,FI
France,Oil products,Imports (PJ),1925.083644,FR
Germany,Oil products,Imports (PJ),1571.891401,DE
Greece,Oil products,Imports (PJ),190.8104667,GR
Hungary,Oil products,Imports (PJ),155.5696017,HU
Iceland,Oil products,Imports (PJ),30.6144217,IS
Ireland,Oil products,Imports (PJ),221.204579,IE
Israel,Oil products,Imports (PJ),59.15535163,IL
Italy,Oil products,Imports (PJ),517.578559,IT
Japan,Oil products,Imports (PJ),1861.329771,JP
Korea,Oil products,Imports (PJ),1933.270387,KR
Latvia,Oil products,Imports (PJ),81.38113434,LV
Lithuania,Oil products,Imports (PJ),41.98531832,LT
Luxembourg,Oil products,Imports (PJ),108.0349144,LU
Mexico,Oil products,Imports (PJ),1992.429302,MX
Netherlands,Oil products,Imports (PJ),3486.787773,NL
New Zealand,Oil products,Imports (PJ),130.563767,NZ
Norway,Oil products,Imports (PJ),260.1835865,NO
Poland,Oil products,Imports (PJ),408.1191571,PL
Portugal,Oil products,Imports (PJ),146.2828606,PT
Slovak Republic,Oil products,Imports (PJ),68.39180087,SK
Slovenia,Oil products,Imports (PJ),163.1528887,SI
Spain,Oil products,Imports (PJ),641.0804672,ES
Sweden,Oil products,Imports (PJ),266.8662049,SE
Switzerland,Oil products,Imports (PJ),261.335057,CH
Republic of Turkiye,Oil products,Imports (PJ),775.0587287,TR
United Kingdom,Oil products,Imports (PJ),1065.539545,GB
United States,Oil products,Imports (PJ),3592.793739,US
Argentina,Oil products,Imports (PJ),179.700617,AR
Brazil,Oil products,Imports (PJ),1187.540967,BR
People's Republic of China,Oil products,Imports (PJ),2905.225343,CN
Egypt,Oil products,Imports (PJ),435.2739171,EG
India,Oil products,Imports (PJ),1776.731101,IN
Indonesia,Oil products,Imports (PJ),1022.424934,ID
Kenya,Oil products,Imports (PJ),245.0269351,KE
Morocco,Oil products,Imports (PJ),544.0555891,MA
Senegal,Oil products,Imports (PJ),83.02232226,SN
Singapore,Oil products,Imports (PJ),4205.727593,SG
South Africa,Oil products,Imports (PJ),681.4836482,ZA
Thailand,Oil products,Imports (PJ),302.1779692,TH
Ukraine,Oil products,Imports (PJ),444.8906785,UA
Australia,Renewables and waste,Imports (PJ),0,AU
Austria,Renewables and waste,Imports (PJ),32.84368754,AT
Belgium,Renewables and waste,Imports (PJ),52.3021085,BE
Canada,Renewables and waste,Imports (PJ),48.82890669,CA
Chile,Renewables and waste,Imports (PJ),0,CL
Colombia,Renewables and waste,Imports (PJ),0.665362069,CO
